Sample,X,Y,Z
509,-0.1142578125,0.0046386719,0.8742675781
510,-0.1174316406,0.0012207031,0.8803710938
511,-0.1115722656,-0.0009765625,0.8715820312
512,-0.1142578125,-0.0073242188,0.8835449219
513,-0.1213378906,-0.0041503906,0.8889160156
514,-0.1264648438,-0.0124511719,0.8881835938
515,-0.1276855469,-0.0012207031,0.8820800781
516,-0.1149902344,0.0000000000,0.8925781250
517,-0.1098632812,-0.0014648438,0.8747558594
518,-0.1066894531,0.0026855469,0.8723144531
519,-0.1083984375,-0.0029296875,0.8645019531
520,-0.1164550781,-0.0063476562,0.8549804688
521,-0.1132812500,-0.0090332031,0.8759765625
522,-0.1240234375,0.0002441406,0.8740234375
523,-0.1228027344,0.0048828125,0.8757324219
524,-0.1230468750,0.0046386719,0.8793945312
525,-0.1264648438,0.0073242188,0.8701171875
526,-0.1311035156,0.0053710938,0.8881835938
527,-0.1188964844,-0.0043945312,0.8750000000
528,-0.1103515625,-0.0058593750,0.8811035156
529,-0.1091308594,-0.0117187500,0.8706054688
530,-0.1000976562,-0.0036621094,0.8813476562
531,-0.0996093750,0.0014648438,0.8793945312
532,-0.0998535156,0.0007324219,0.8662109375
533,-0.1054687500,0.0036621094,0.8706054688
534,-0.1147460938,0.0002441406,0.8720703125
535,-0.1115722656,-0.0009765625,0.8720703125
536,-0.1159667969,-0.0017089844,0.8762207031
537,-0.1110839844,0.0019531250,0.8808593750
538,-0.1062011719,0.0007324219,0.8784179688
539,-0.1027832031,0.0068359375,0.8823242188
540,-0.0988769531,0.0070800781,0.8828125000
541,-0.1027832031,0.0053710938,0.8803710938
542,-0.1035156250,0.0039062500,0.8737792969
543,-0.1052246094,0.0031738281,0.8762207031
544,-0.1096191406,0.0043945312,0.8779296875
545,-0.1088867188,0.0007324219,0.8798828125
546,-0.1071777344,0.0090332031,0.8740234375
547,-0.1069335938,-0.0009765625,0.8718261719
548,-0.1052246094,0.0068359375,0.8681640625
549,-0.1059570312,0.0090332031,0.8725585938
550,-0.1030273438,0.0026855469,0.8781738281
551,-0.1064453125,0.0078125000,0.8803710938
552,-0.1035156250,-0.0031738281,0.8742675781
553,-0.1010742188,-0.0012207031,0.8767089844
554,-0.1025390625,-0.0053710938,0.8718261719
555,-0.1113281250,0.0075683594,0.8728027344
556,-0.1081542969,0.0017089844,0.8732910156
557,-0.1093750000,0.0017089844,0.8723144531
558,-0.1088867188,0.0014648438,0.8776855469
559,-0.1125488281,0.0046386719,0.8771972656
560,-0.1118164062,0.0000000000,0.8757324219
561,-0.1081542969,-0.0017089844,0.8791503906
562,-0.1181640625,0.0017089844,0.8815917969
563,-0.1166992188,0.0004882812,0.8757324219
564,-0.1108398438,-0.0053710938,0.8803710938
565,-0.1076660156,0.0017089844,0.8806152344
566,-0.1096191406,-0.0021972656,0.8679199219
567,-0.1142578125,-0.0019531250,0.8715820312
568,-0.1174316406,0.0021972656,0.8664550781
569,-0.1130371094,0.0051269531,0.8710937500
570,-0.1118164062,0.0000000000,0.8764648438
