Sample,X,Y,Z
3415,0.4687500000,0.0192871094,0.7751464844
3426,0.4604492188,0.0207519531,0.7890625000
3427,0.4589843750,0.0153808594,0.7819824219
3438,0.4663085938,0.0202636719,0.7812500000
3444,0.4741210938,0.0195312500,0.7846679688
3445,0.4680175781,0.0156250000,0.7846679688
3456,0.4670410156,0.0129394531,0.7937011719
3457,0.4628906250,0.0146484375,0.7746582031
3468,0.4655761719,0.0058593750,0.7863769531
3474,0.4555664062,0.0104980469,0.7915039062
3475,0.4636230469,0.0002441406,0.7753906250
3486,0.4643554688,0.0046386719,0.7834472656
3487,0.4636230469,0.0073242188,0.7856445312
3498,0.4619140625,0.0131835938,0.7937011719
3504,0.4645996094,0.0117187500,0.7832031250
3505,0.4548339844,0.0151367188,0.7836914062
3516,0.4597167969,0.0151367188,0.7885742188
3517,0.4602050781,0.0134277344,0.7902832031
3528,0.4628906250,0.0158691406,0.7868652344
3529,0.4648437500,0.0222167969,0.7834472656
3540,0.4614257812,0.0163574219,0.7878417969
3546,0.4602050781,0.0161132812,0.7827148438
3547,0.4619140625,0.0192871094,0.7883300781
3558,0.4611816406,0.0205078125,0.7802734375
3559,0.4719238281,0.0136718750,0.7912597656
3570,0.4589843750,0.0136718750,0.7944335938
3576,0.4692382812,0.0124511719,0.7927246094
3577,0.4602050781,0.0144042969,0.7871093750
3588,0.4641113281,0.0168457031,0.7873535156
3589,0.4558105469,0.0134277344,0.7932128906
3600,0.4624023438,0.0166015625,0.7883300781
3606,0.4616699219,0.0144042969,0.7890625000
3607,0.4609375000,0.0107421875,0.7827148438
3618,0.4643554688,0.0136718750,0.7905273438
3619,0.4533691406,0.0078125000,0.7829589844
3630,0.4577636719,0.0083007812,0.7832031250
3631,0.4567871094,0.0095214844,0.7731933594
3642,0.4526367188,0.0061035156,0.7905273438
3648,0.4597167969,-0.0024414062,0.7734375000
3649,0.4489746094,-0.0009765625,0.7736816406
3660,0.4541015625,0.0063476562,0.7783203125
3661,0.4541015625,0.0034179688,0.7712402344
3672,0.4572753906,0.0039062500,0.7751464844
3678,0.4504394531,0.0056152344,0.7795410156
3679,0.4609375000,0.0097656250,0.7861328125
3690,0.4582519531,0.0134277344,0.7893066406
3691,0.4580078125,0.0124511719,0.7856445312
3702,0.4587402344,0.0173339844,0.7922363281
3708,0.4572753906,0.0217285156,0.7941894531
3709,0.4580078125,0.0197753906,0.7985839844
3720,0.4548339844,0.0161132812,0.7902832031
3721,0.4531250000,0.0202636719,0.7885742188
3732,0.4553222656,0.0222167969,0.7897949219
3733,0.4519042969,0.0207519531,0.7944335938
3744,0.4582519531,0.0156250000,0.7873535156
3750,0.4521484375,0.0117187500,0.7968750000
3751,0.4531250000,0.0173339844,0.7871093750
3762,0.4572753906,0.0070800781,0.7893066406
3763,0.4536132812,0.0170898438,0.7910156250
3774,0.4567871094,0.0144042969,0.7956542969
3780,0.4599609375,0.0117187500,0.7927246094
3781,0.4492187500,0.0180664062,0.7993164062
3792,0.4523925781,0.0170898438,0.8012695312
3793,0.4448242188,0.0158691406,0.7934570312
3804,0.4531250000,0.0156250000,0.7880859375
3805,0.4506835938,0.0097656250,0.7961425781
3816,0.4443359375,0.0068359375,0.7963867188
3822,0.4445800781,0.0031738281,0.7973632812
3823,0.4438476562,0.0021972656,0.7958984375
3834,0.4475097656,0.0043945312,0.8005371094
3835,0.4382324219,0.0043945312,0.7973632812
3846,0.4384765625,0.0017089844,0.8010253906
3847,0.4343261719,0.0041503906,0.8037109375
3858,0.4338378906,0.0007324219,0.7961425781
3864,0.4321289062,0.0024414062,0.7993164062
3865,0.4304199219,0.0056152344,0.8002929688
3876,0.4348144531,0.0019531250,0.8066406250
3877,0.4384765625,0.0063476562,0.8032226562
3888,0.4350585938,0.0075683594,0.8041992188
3894,0.4348144531,0.0065917969,0.7998046875
3895,0.4379882812,0.0065917969,0.7980957031
3906,0.4360351562,0.0087890625,0.8012695312
3907,0.4453125000,0.0117187500,0.7985839844
3918,0.4467773438,0.0131835938,0.7944335938
3924,0.4377441406,0.0126953125,0.8032226562
3925,0.4399414062,0.0131835938,0.8063964844
3936,0.4384765625,0.0168457031,0.7995605469
3937,0.4372558594,0.0117187500,0.7998046875
3948,0.4372558594,0.0249023438,0.7988281250
3949,0.4365234375,0.0192871094,0.8073730469
3960,0.4421386719,0.0129394531,0.8037109375
3966,0.4375000000,0.0126953125,0.8007812500
3967,0.4365234375,0.0107421875,0.7995605469
3978,0.4340820312,0.0170898438,0.8041992188
3979,0.4289550781,0.0168457031,0.7990722656
3990,0.4318847656,0.0097656250,0.7961425781
3991,0.4243164062,0.0075683594,0.7995605469
4002,0.4226074219,0.0119628906,0.8012695312
4008,0.4196777344,0.0126953125,0.7956542969
4009,0.4187011719,0.0097656250,0.8076171875
4020,0.4238281250,0.0051269531,0.8081054688
4021,0.4299316406,0.0021972656,0.8090820312
4032,0.4238281250,0.0048828125,0.8183593750
4038,0.4299316406,0.0109863281,0.8183593750
4039,0.4238281250,0.0100097656,0.8154296875
4050,0.4152832031,0.0080566406,0.8117675781
4051,0.4260253906,0.0109863281,0.8081054688
4062,0.4299316406,0.0097656250,0.8139648438
4068,0.4326171875,-0.0017089844,0.8095703125
4069,0.4274902344,-0.0041503906,0.8144531250
4080,0.4243164062,0.0061035156,0.8146972656
4081,0.4296875000,0.0041503906,0.7966308594
4092,0.4213867188,0.0124511719,0.8098144531
4098,0.4262695312,0.0056152344,0.8083496094
4099,0.4265136719,0.0090332031,0.7993164062
4110,0.4211425781,0.0117187500,0.7983398438
4111,0.4233398438,0.0024414062,0.8041992188
4122,0.4287109375,0.0078125000,0.8020019531
4123,0.4223632812,-0.0004882812,0.8002929688
4134,0.4208984375,0.0041503906,0.7985839844
4140,0.4218750000,0.0080566406,0.8000488281
4141,0.4265136719,0.0078125000,0.8017578125
4152,0.4208984375,0.0073242188,0.8120117188
4153,0.4233398438,0.0068359375,0.7998046875
4164,0.4240722656,0.0134277344,0.7993164062
4165,0.4277343750,0.0112304688,0.8078613281
4176,0.4223632812,0.0134277344,0.8093261719
4182,0.4206542969,0.0075683594,0.8029785156
4183,0.4204101562,0.0078125000,0.8044433594
4194,0.4228515625,0.0109863281,0.8095703125
4195,0.4125976562,0.0102539062,0.8088378906
4206,0.4204101562,0.0148925781,0.8051757812
4212,0.4189453125,0.0051269531,0.8156738281
4213,0.4230957031,0.0073242188,0.8063964844
4224,0.4233398438,0.0073242188,0.8107910156
4225,0.4230957031,0.0117187500,0.8044433594
4236,0.4165039062,0.0136718750,0.8132324219
4242,0.4282226562,0.0117187500,0.8115234375
4243,0.4221191406,0.0126953125,0.8039550781
4254,0.4228515625,0.0158691406,0.7990722656
4255,0.4240722656,0.0144042969,0.8020019531
4266,0.4250488281,0.0083007812,0.7907714844
4267,0.4255371094,0.0112304688,0.8034667969
4278,0.4230957031,0.0166015625,0.8017578125
4284,0.4277343750,0.0092773438,0.7912597656
4285,0.4169921875,0.0095214844,0.7937011719
4296,0.4216308594,0.0078125000,0.7861328125
4297,0.4191894531,0.0136718750,0.7885742188
4308,0.4221191406,0.0153808594,0.7810058594
4314,0.4174804688,0.0080566406,0.7868652344
4315,0.4150390625,0.0119628906,0.7839355469
4326,0.4138183594,0.0068359375,0.7768554688
4327,0.4174804688,0.0107421875,0.7797851562
4338,0.4099121094,0.0073242188,0.7766113281
4344,0.4155273438,0.0148925781,0.7824707031
4345,0.4165039062,0.0136718750,0.7846679688
4356,0.4187011719,0.0087890625,0.7934570312
4357,0.4191894531,0.0141601562,0.7856445312
4368,0.4248046875,0.0124511719,0.7866210938
4369,0.4145507812,0.0080566406,0.7871093750
4380,0.4179687500,0.0085449219,0.7993164062
4386,0.4135742188,0.0063476562,0.7851562500
4387,0.4196777344,0.0090332031,0.7856445312
4398,0.4133300781,0.0104980469,0.7836914062
4399,0.4157714844,0.0065917969,0.7817382812
4410,0.4130859375,0.0031738281,0.7819824219
4416,0.4045410156,0.0039062500,0.7685546875
4417,0.4030761719,0.0058593750,0.7827148438
4428,0.4016113281,0.0063476562,0.7800292969
4429,0.4089355469,0.0083007812,0.7802734375
4440,0.4038085938,0.0107421875,0.7719726562
4441,0.3967285156,0.0080566406,0.7790527344
4452,0.3989257812,0.0051269531,0.7861328125
4453,0.3945312500,0.0090332031,0.7736816406
4464,0.3952636719,0.0083007812,0.7768554688
4470,0.3974609375,0.0102539062,0.7834472656
4471,0.3906250000,0.0087890625,0.7761230469
4482,0.3913574219,0.0112304688,0.7653808594
4483,0.3935546875,0.0095214844,0.7692871094
4494,0.3903808594,0.0158691406,0.7673339844
4500,0.3898925781,0.0195312500,0.7678222656
4501,0.3952636719,0.0112304688,0.7556152344
4512,0.3867187500,0.0104980469,0.7570800781
4513,0.3874511719,0.0070800781,0.7563476562
4524,0.3862304688,0.0004882812,0.7470703125
4530,0.3757324219,-0.0058593750,0.7626953125
4531,0.3718261719,-0.0043945312,0.7712402344
4542,0.3681640625,-0.0017089844,0.7636718750
4543,0.3686523438,-0.0017089844,0.7604980469
4554,0.3630371094,-0.0012207031,0.7612304688
4560,0.3649902344,-0.0029296875,0.7500000000
4561,0.3579101562,0.0021972656,0.7551269531
4572,0.3530273438,0.0048828125,0.7509765625
4573,0.3493652344,0.0014648438,0.7482910156
4584,0.3435058594,0.0031738281,0.7500000000
4585,0.3393554688,0.0041503906,0.7526855469
4596,0.3344726562,0.0065917969,0.7585449219
4597,0.3400878906,0.0122070312,0.7443847656
4608,0.3422851562,0.0080566406,0.7546386719
4614,0.3378906250,0.0163574219,0.7546386719
4615,0.3264160156,0.0148925781,0.7651367188
4626,0.3281250000,0.0119628906,0.7590332031
4627,0.3193359375,0.0136718750,0.7751464844
4638,0.3215332031,0.0141601562,0.7729492188
4644,0.3078613281,0.0183105469,0.7832031250
4645,0.3007812500,0.0212402344,0.7797851562
4656,0.2954101562,0.0178222656,0.7746582031
4657,0.2924804688,0.0217285156,0.7707519531
4668,0.2888183594,0.0205078125,0.7700195312
4674,0.2724609375,0.0227050781,0.7695312500
4675,0.2690429688,0.0239257812,0.7770996094
4686,0.2619628906,0.0256347656,0.7600097656
4687,0.2580566406,0.0283203125,0.7670898438
4698,0.2556152344,0.0178222656,0.7717285156
4704,0.2541503906,0.0241699219,0.7788085938
4705,0.2539062500,0.0161132812,0.7524414062
4716,0.2517089844,0.0131835938,0.7670898438
4717,0.2407226562,0.0158691406,0.7792968750
4728,0.2353515625,0.0117187500,0.7783203125
4729,0.2236328125,0.0126953125,0.7995605469
4740,0.2109375000,0.0161132812,0.7805175781
4746,0.2050781250,0.0183105469,0.8066406250
4747,0.1865234375,0.0173339844,0.8251953125
4758,0.1826171875,0.0122070312,0.8215332031
4759,0.1733398438,0.0129394531,0.8308105469
4770,0.1635742188,0.0136718750,0.8308105469
4776,0.1608886719,0.0073242188,0.8369140625
4777,0.1513671875,0.0075683594,0.8571777344
4788,0.1535644531,-0.0021972656,0.8471679688
4789,0.1247558594,-0.0058593750,0.8769531250
4800,0.1250000000,-0.0104980469,0.8427734375
4806,0.1179199219,-0.0173339844,0.8540039062
4807,0.1120605469,-0.0129394531,0.8352050781
4818,0.1103515625,-0.0070800781,0.8583984375
4819,0.1066894531,-0.0144042969,0.8603515625
4830,0.0927734375,-0.0126953125,0.8486328125
4836,0.0852050781,-0.0163574219,0.8447265625
4837,0.0715332031,-0.0129394531,0.8698730469
4848,0.0625000000,-0.0058593750,0.8691406250
4849,0.0585937500,-0.0046386719,0.8757324219
4860,0.0578613281,-0.0065917969,0.8767089844
4861,0.0402832031,-0.0021972656,0.8718261719
4872,0.0285644531,0.0000000000,0.8640136719
4878,0.0219726562,-0.0009765625,0.8515625000
4879,0.0097656250,-0.0024414062,0.8632812500
4890,0.0026855469,-0.0053710938,0.8549804688
4891,-0.0104980469,-0.0012207031,0.8535156250
4902,-0.0183105469,-0.0068359375,0.8488769531
4908,-0.0222167969,-0.0004882812,0.8479003906
4909,-0.0256347656,0.0017089844,0.8571777344
4920,-0.0295410156,-0.0004882812,0.8620605469
4921,-0.0410156250,-0.0019531250,0.8593750000
4932,-0.0485839844,0.0002441406,0.8562011719
4933,-0.0573730469,-0.0085449219,0.8664550781
4944,-0.0769042969,-0.0061035156,0.8535156250
4950,-0.0773925781,-0.0178222656,0.8569335938
4951,-0.0905761719,-0.0131835938,0.8640136719
4962,-0.1047363281,-0.0207519531,0.8723144531
4963,-0.1201171875,-0.0224609375,0.8820800781
4974,-0.1276855469,-0.0253906250,0.8940429688
4980,-0.1306152344,-0.0244140625,0.8957519531
4981,-0.1398925781,-0.0207519531,0.9187011719
4992,-0.1616210938,-0.0175781250,0.9772949219
4993,-0.1716308594,-0.0246582031,1.0693359375
5004,-0.1516113281,-0.0449218750,1.1562500000
5010,-0.3471679688,-0.0239257812,1.9999389648
5011,-1.1772460938,0.1042480469,1.9999389648
5022,-0.7956542969,0.0063476562,1.9999389648
5023,-0.1577148438,0.3178710938,1.9999389648
5034,-0.0166015625,0.0004882812,1.3132324219
5035,0.1306152344,0.0061035156,0.8398437500
5046,0.1132812500,-0.0751953125,0.6362304688
5052,0.1149902344,-0.0319824219,0.5256347656
5053,0.1342773438,-0.0820312500,0.3486328125
5064,-0.1228027344,-0.0090332031,0.5644531250
5065,-0.2014160156,-0.0361328125,0.5117187500
5076,-0.3908691406,-0.0244140625,1.0646972656
5082,-0.1264648438,-0.0270996094,0.8093261719
5083,-0.1059570312,0.0278320312,1.3930664062
5094,0.0659179688,0.0520019531,1.0239257812
5095,-0.0009765625,0.0434570312,1.0952148438
5106,-0.0568847656,0.0231933594,0.7668457031
5112,-0.2165527344,-0.0070800781,0.9123535156
5113,-0.1577148438,-0.0175781250,0.8779296875
5124,-0.0859375000,-0.0229492188,0.8293457031
5125,-0.0581054688,0.0036621094,0.7395019531
5136,-0.0942382812,0.0070800781,0.7758789062
5137,-0.1215820312,-0.0051269531,0.7971191406
5148,-0.1437988281,-0.0036621094,0.8908691406
5154,-0.1171875000,0.0021972656,0.9284667969
5155,-0.0981445312,0.0129394531,0.9511718750
5166,-0.1066894531,0.0080566406,0.9719238281
5167,-0.1210937500,0.0043945312,0.9445800781
5178,-0.1335449219,0.0046386719,0.8984375000
5184,-0.1083984375,0.0075683594,0.8527832031
5185,-0.1032714844,0.0041503906,0.8378906250
5196,-0.0937500000,0.0039062500,0.8168945312
5197,-0.0979003906,-0.0043945312,0.8164062500
5208,-0.1140136719,-0.0080566406,0.8256835938
5209,-0.1101074219,-0.0046386719,0.8706054688
5220,-0.1115722656,0.0017089844,0.9162597656
5221,-0.1179199219,0.0073242188,0.9328613281
5232,-0.1247558594,0.0095214844,0.9379882812
5238,-0.1098632812,0.0153808594,0.9289550781
5239,-0.1113281250,0.0109863281,0.8867187500
5250,-0.1093750000,0.0080566406,0.8623046875
5251,-0.1000976562,0.0087890625,0.8442382812
5262,-0.1052246094,0.0017089844,0.8166503906
5268,-0.1162109375,0.0019531250,0.8193359375
5269,-0.1096191406,-0.0014648438,0.8466796875
5280,-0.1091308594,-0.0036621094,0.8706054688
5281,-0.1145019531,0.0063476562,0.8920898438
5292,-0.1164550781,0.0122070312,0.9252929688
5293,-0.1191406250,0.0034179688,0.9326171875
5304,-0.1142578125,0.0065917969,0.9204101562
5310,-0.1105957031,0.0073242188,0.8918457031
5311,-0.1081542969,0.0029296875,0.8632812500
5322,-0.1066894531,0.0056152344,0.8408203125
5323,-0.1059570312,-0.0009765625,0.8286132812
5334,-0.1052246094,0.0014648438,0.8308105469
5340,-0.1118164062,-0.0002441406,0.8457031250
5341,-0.1157226562,0.0004882812,0.8737792969
5352,-0.1181640625,0.0048828125,0.8830566406
5353,-0.1140136719,0.0061035156,0.9067382812
5354,-0.1215820312,0.0070800781,0.9169921875
5370,-0.1154785156,0.0051269531,0.9125976562
5371,-0.1140136719,0.0021972656,0.8898925781
5382,-0.1120605469,0.0097656250,0.8696289062
5383,-0.1000976562,0.0007324219,0.8554687500
5394,-0.1025390625,-0.0014648438,0.8515625000
5395,-0.1013183594,0.0009765625,0.8588867188
5406,-0.1035156250,-0.0046386719,0.8654785156
5407,-0.1096191406,-0.0004882812,0.8635253906
5418,-0.1127929688,0.0056152344,0.8825683594
5419,-0.1142578125,0.0114746094,0.8876953125
5430,-0.1105957031,0.0092773438,0.8986816406
5436,-0.1040039062,0.0085449219,0.8986816406
5437,-0.1096191406,0.0034179688,0.8796386719
5448,-0.1115722656,-0.0004882812,0.8764648438
5449,-0.1054687500,0.0029296875,0.8708496094
5460,-0.1113281250,-0.0002441406,0.8647460938
5466,-0.1127929688,-0.0012207031,0.8593750000
5467,-0.1098632812,-0.0043945312,0.8564453125
5478,-0.1164550781,0.0068359375,0.8635253906
5479,-0.1137695312,0.0002441406,0.8789062500
5490,-0.1062011719,0.0087890625,0.8933105469
5496,-0.1059570312,0.0068359375,0.8986816406
5497,-0.1149902344,0.0041503906,0.8942871094
5508,-0.1140136719,0.0065917969,0.8818359375
5509,-0.1071777344,0.0046386719,0.8654785156
5520,-0.1081542969,0.0012207031,0.8608398438
5526,-0.1071777344,0.0014648438,0.8518066406
5527,-0.1123046875,0.0036621094,0.8530273438
5538,-0.1105957031,0.0075683594,0.8679199219
5539,-0.1127929688,0.0051269531,0.8818359375
5550,-0.1079101562,0.0070800781,0.8945312500
5551,-0.1086425781,0.0012207031,0.8955078125
5562,-0.1062011719,0.0024414062,0.8906250000
5568,-0.1123046875,0.0036621094,0.8852539062
5569,-0.1044921875,0.0004882812,0.8706054688
5580,-0.1081542969,0.0007324219,0.8645019531
5581,-0.1074218750,0.0009765625,0.8603515625
5592,-0.1118164062,0.0048828125,0.8613281250
5598,-0.1079101562,0.0017089844,0.8649902344
5599,-0.1083984375,0.0041503906,0.8791503906
5610,-0.1030273438,0.0046386719,0.8818359375
5611,-0.1105957031,0.0002441406,0.8864746094
5622,-0.1154785156,0.0065917969,0.9020996094
5623,-0.1088867188,0.0009765625,0.8901367188
5634,-0.1127929688,0.0024414062,0.8828125000
5640,-0.1123046875,0.0068359375,0.8710937500
5641,-0.1035156250,0.0043945312,0.8662109375
5652,-0.1098632812,0.0007324219,0.8591308594
5653,-0.1008300781,-0.0017089844,0.8654785156
5664,-0.1149902344,0.0068359375,0.8669433594
5670,-0.1123046875,0.0024414062,0.8789062500
5671,-0.1081542969,0.0031738281,0.8776855469
5682,-0.1123046875,0.0048828125,0.8811035156
5683,-0.1123046875,0.0063476562,0.8862304688
5694,-0.1137695312,0.0063476562,0.8898925781
5695,-0.1086425781,0.0051269531,0.8901367188
5706,-0.1091308594,0.0080566406,0.8708496094
5712,-0.1057128906,0.0073242188,0.8603515625
5713,-0.1120605469,0.0065917969,0.8635253906
5724,-0.1091308594,0.0041503906,0.8691406250
5725,-0.1093750000,0.0021972656,0.8771972656
5736,-0.1105957031,0.0021972656,0.8867187500
5742,-0.1123046875,-0.0014648438,0.8835449219
5743,-0.1110839844,0.0017089844,0.8862304688
5754,-0.1083984375,0.0017089844,0.8879394531
5755,-0.1113281250,0.0063476562,0.8823242188
5766,-0.1096191406,0.0053710938,0.8669433594
5772,-0.1064453125,0.0029296875,0.8730468750
5773,-0.1081542969,0.0056152344,0.8666992188
5784,-0.1140136719,0.0048828125,0.8608398438
5785,-0.1074218750,0.0036621094,0.8732910156
5796,-0.1149902344,-0.0009765625,0.8750000000
5802,-0.1118164062,0.0012207031,0.8818359375
5803,-0.1147460938,0.0058593750,0.8881835938
5814,-0.1130371094,0.0021972656,0.8798828125
5815,-0.1096191406,0.0083007812,0.8862304688
5826,-0.1098632812,0.0021972656,0.8740234375
5827,-0.1000976562,-0.0012207031,0.8825683594
5838,-0.1052246094,0.0024414062,0.8647460938
5844,-0.1137695312,0.0070800781,0.8735351562
5845,-0.1074218750,0.0026855469,0.8696289062
5856,-0.1154785156,0.0046386719,0.8693847656
5857,-0.1162109375,-0.0014648438,0.8732910156
5868,-0.1120605469,0.0034179688,0.8737792969
5874,-0.1079101562,0.0043945312,0.8791503906
5875,-0.1069335938,0.0053710938,0.8796386719
5886,-0.1093750000,0.0100097656,0.8806152344
5887,-0.1057128906,0.0053710938,0.8825683594
5898,-0.1135253906,0.0070800781,0.8781738281
5899,-0.1169433594,0.0053710938,0.8728027344
5910,-0.1098632812,0.0036621094,0.8723144531
5916,-0.1005859375,0.0000000000,0.8701171875
5917,-0.1079101562,-0.0029296875,0.8723144531
5928,-0.1123046875,0.0053710938,0.8703613281
5929,-0.1118164062,0.0026855469,0.8767089844
5940,-0.1066894531,0.0061035156,0.8774414062
5946,-0.1091308594,0.0026855469,0.8789062500
5947,-0.1103515625,0.0031738281,0.8779296875
5958,-0.1103515625,0.0017089844,0.8806152344
5959,-0.1132812500,0.0065917969,0.8793945312
5970,-0.1127929688,0.0034179688,0.8823242188
5976,-0.1125488281,0.0041503906,0.8740234375
5977,-0.1098632812,0.0019531250,0.8725585938
5988,-0.1123046875,0.0039062500,0.8723144531
5989,-0.1164550781,0.0051269531,0.8823242188
6000,-0.1105957031,0.0019531250,0.8742675781
6006,-0.1062011719,0.0109863281,0.8686523438
6007,-0.1052246094,0.0024414062,0.8859863281
6018,-0.1088867188,0.0039062500,0.8823242188
6019,-0.1022949219,0.0029296875,0.8793945312
6030,-0.1049804688,0.0063476562,0.8745117188
6036,-0.1032714844,0.0058593750,0.8842773438
6037,-0.1054687500,0.0031738281,0.8693847656
6048,-0.1057128906,-0.0007324219,0.8701171875
6049,-0.1105957031,0.0036621094,0.8813476562
6060,-0.1093750000,0.0087890625,0.8813476562
6061,-0.1066894531,0.0031738281,0.8769531250
6072,-0.1145019531,0.0068359375,0.8686523438
6078,-0.1105957031,0.0019531250,0.8728027344
6079,-0.1147460938,0.0061035156,0.8789062500
6090,-0.1054687500,0.0056152344,0.8786621094
6091,-0.1071777344,0.0051269531,0.8725585938
6102,-0.1044921875,0.0051269531,0.8732910156
6108,-0.1069335938,0.0009765625,0.8774414062
6109,-0.1113281250,0.0058593750,0.8774414062
6120,-0.1120605469,0.0039062500,0.8808593750
6121,-0.1120605469,0.0048828125,0.8713378906
6132,-0.1064453125,0.0031738281,0.8798828125
6133,-0.1066894531,0.0061035156,0.8762207031
6144,-0.1088867188,0.0073242188,0.8803710938
6150,-0.1115722656,0.0102539062,0.8793945312
6151,-0.1135253906,0.0039062500,0.8764648438
6162,-0.1049804688,0.0053710938,0.8742675781
6163,-0.1083984375,0.0061035156,0.8691406250
6174,-0.1149902344,0.0063476562,0.8815917969
6180,-0.1093750000,-0.0034179688,0.8730468750
6181,-0.1071777344,0.0083007812,0.8674316406
6192,-0.1113281250,0.0056152344,0.8815917969
6193,-0.1110839844,0.0068359375,0.8823242188
6204,-0.1088867188,0.0017089844,0.8723144531
6210,-0.1101074219,0.0061035156,0.8818359375
6211,-0.1069335938,0.0041503906,0.8747558594
6222,-0.1123046875,0.0000000000,0.8774414062
6223,-0.1105957031,0.0053710938,0.8786621094
6234,-0.1032714844,0.0053710938,0.8803710938
6235,-0.1110839844,0.0014648438,0.8715820312
6246,-0.1086425781,0.0014648438,0.8852539062
6252,-0.1110839844,0.0024414062,0.8781738281
6253,-0.1110839844,0.0002441406,0.8759765625
6264,-0.1066894531,0.0034179688,0.8742675781
6265,-0.1154785156,0.0012207031,0.8740234375
6276,-0.1071777344,0.0051269531,0.8725585938
6277,-0.1066894531,0.0061035156,0.8732910156
6288,-0.1127929688,0.0026855469,0.8693847656
6294,-0.1093750000,0.0034179688,0.8730468750
6295,-0.1083984375,0.0043945312,0.8786621094
6306,-0.1091308594,0.0056152344,0.8828125000
6307,-0.1079101562,0.0051269531,0.8779296875
6318,-0.1071777344,0.0046386719,0.8776855469
6324,-0.1086425781,0.0053710938,0.8776855469
6325,-0.1074218750,0.0104980469,0.8728027344
6336,-0.1086425781,0.0075683594,0.8798828125
6337,-0.1120605469,0.0068359375,0.8737792969
6348,-0.1081542969,0.0048828125,0.8691406250
6354,-0.1110839844,0.0073242188,0.8752441406
6355,-0.1098632812,0.0073242188,0.8798828125
6366,-0.1105957031,0.0053710938,0.8767089844
6367,-0.1098632812,0.0063476562,0.8728027344
6378,-0.1079101562,0.0065917969,0.8818359375
6379,-0.1032714844,0.0075683594,0.8740234375
6390,-0.1108398438,0.0068359375,0.8793945312
6396,-0.1103515625,0.0012207031,0.8762207031
6397,-0.1096191406,0.0061035156,0.8779296875
6408,-0.1086425781,0.0031738281,0.8786621094
6409,-0.1115722656,0.0041503906,0.8706054688
6410,-0.1083984375,0.0073242188,0.8747558594
6426,-0.1091308594,0.0080566406,0.8779296875
6427,-0.1137695312,0.0078125000,0.8693847656
6438,-0.1057128906,0.0046386719,0.8735351562
6439,-0.1066894531,0.0046386719,0.8747558594
6450,-0.1030273438,0.0021972656,0.8862304688
6456,-0.1171875000,-0.0009765625,0.8818359375
6457,-0.1110839844,0.0051269531,0.8776855469
6468,-0.1037597656,0.0095214844,0.8862304688
6469,-0.1091308594,0.0063476562,0.8762207031
6480,-0.0998535156,0.0056152344,0.8793945312
6481,-0.1071777344,0.0085449219,0.8779296875
6492,-0.1088867188,0.0004882812,0.8881835938
6498,-0.1005859375,0.0019531250,0.8789062500
6499,-0.1049804688,0.0043945312,0.8757324219
6510,-0.1091308594,0.0024414062,0.8737792969
6511,-0.0988769531,0.0002441406,0.8691406250
6522,-0.1052246094,0.0026855469,0.8666992188
6528,-0.1071777344,0.0026855469,0.8652343750
6529,-0.1042480469,0.0075683594,0.8762207031
6540,-0.1079101562,0.0056152344,0.8698730469
6541,-0.1030273438,0.0031738281,0.8723144531
6552,-0.1159667969,0.0004882812,0.8691406250
6558,-0.1020507812,-0.0019531250,0.8688964844
6559,-0.1040039062,0.0068359375,0.8640136719
6570,-0.1003417969,0.0068359375,0.8764648438
6571,-0.1140136719,0.0063476562,0.8728027344
6582,-0.1074218750,0.0034179688,0.8740234375
6583,-0.1062011719,0.0034179688,0.8779296875
6594,-0.1079101562,0.0002441406,0.8779296875
6595,-0.1071777344,0.0004882812,0.8740234375
6606,-0.1020507812,0.0065917969,0.8737792969
6612,-0.1037597656,0.0002441406,0.8779296875
6613,-0.1057128906,0.0085449219,0.8706054688
6624,-0.1113281250,0.0100097656,0.8664550781
6625,-0.1101074219,0.0031738281,0.8881835938
6636,-0.1118164062,0.0019531250,0.8789062500
6642,-0.1071777344,0.0000000000,0.8764648438
6643,-0.1064453125,0.0041503906,0.8852539062
6654,-0.1069335938,0.0051269531,0.8852539062
6655,-0.1171875000,0.0068359375,0.8879394531
6666,-0.1076660156,0.0017089844,0.8901367188
6672,-0.1059570312,0.0075683594,0.8796386719
6673,-0.1037597656,0.0048828125,0.8840332031
6684,-0.1049804688,0.0000000000,0.8737792969
6685,-0.1027832031,0.0078125000,0.8801269531
6696,-0.1132812500,0.0129394531,0.8767089844
6697,-0.1115722656,0.0095214844,0.8771972656
6708,-0.1052246094,0.0026855469,0.8823242188
6714,-0.1003417969,0.0024414062,0.8959960938
6715,-0.1047363281,0.0021972656,0.8874511719
6726,-0.1064453125,0.0046386719,0.8852539062
6727,-0.1162109375,0.0087890625,0.8935546875
6738,-0.1188964844,0.0043945312,0.8967285156
6739,-0.1240234375,0.0061035156,0.9033203125
6740,-0.1152343750,0.0048828125,0.8945312500
6756,-0.1086425781,0.0043945312,0.8928222656
6757,-0.1098632812,0.0009765625,0.8950195312
6768,-0.1074218750,0.0004882812,0.8891601562
6769,-0.1010742188,0.0058593750,0.8823242188
6780,-0.1064453125,0.0131835938,0.8923339844
6786,-0.1071777344,0.0107421875,0.8830566406
6787,-0.1083984375,0.0058593750,0.8818359375
6798,-0.1005859375,0.0012207031,0.8864746094
6799,-0.0988769531,0.0087890625,0.8762207031
6810,-0.0974121094,0.0031738281,0.8752441406
