Sample,X,Y,Z
401,0.3891601562,0.0170898438,0.8276367188
402,0.3935546875,0.0224609375,0.8247070312
403,0.3952636719,0.0236816406,0.8278808594
404,0.3937988281,0.0207519531,0.8237304688
405,0.3969726562,0.0229492188,0.8198242188
406,0.3928222656,0.0202636719,0.8332519531
407,0.3959960938,0.0217285156,0.8308105469
408,0.3923339844,0.0192871094,0.8286132812
409,0.3981933594,0.0236816406,0.8237304688
410,0.3969726562,0.0300292969,0.8254394531
411,0.3974609375,0.0187988281,0.8208007812
412,0.3977050781,0.0180664062,0.8229980469
413,0.3974609375,0.0212402344,0.8220214844
414,0.3937988281,0.0217285156,0.8198242188
415,0.3903808594,0.0236816406,0.8242187500
416,0.3925781250,0.0185546875,0.8203125000
417,0.3908691406,0.0229492188,0.8229980469
418,0.3925781250,0.0231933594,0.8193359375
419,0.3920898438,0.0205078125,0.8244628906
420,0.3925781250,0.0229492188,0.8239746094
421,0.4003906250,0.0239257812,0.8125000000
422,0.3955078125,0.0158691406,0.8137207031
423,0.3964843750,0.0178222656,0.8115234375
424,0.3916015625,0.0173339844,0.8232421875
425,0.3947753906,0.0207519531,0.8229980469
426,0.3974609375,0.0209960938,0.8261718750
427,0.3935546875,0.0253906250,0.8254394531
428,0.3942871094,0.0263671875,0.8154296875
429,0.3969726562,0.0185546875,0.8088378906
430,0.3925781250,0.0200195312,0.8095703125
431,0.3979492188,0.0195312500,0.8151855469
432,0.3942871094,0.0224609375,0.8103027344
433,0.4006347656,0.0229492188,0.8056640625
434,0.3979492188,0.0214843750,0.8142089844
435,0.4020996094,0.0241699219,0.8093261719
436,0.3957519531,0.0207519531,0.8142089844
437,0.3952636719,0.0261230469,0.8117675781
438,0.3999023438,0.0249023438,0.8122558594
439,0.3994140625,0.0224609375,0.8134765625
440,0.4030761719,0.0266113281,0.8139648438
441,0.3977050781,0.0244140625,0.8149414062
442,0.3967285156,0.0290527344,0.8127441406
443,0.3930664062,0.0197753906,0.8093261719
444,0.3962402344,0.0229492188,0.8171386719
445,0.4020996094,0.0244140625,0.8129882812
446,0.3989257812,0.0327148438,0.8178710938
447,0.3945312500,0.0285644531,0.8154296875
448,0.4033203125,0.0214843750,0.8176269531
449,0.3977050781,0.0288085938,0.8110351562
450,0.4013671875,0.0212402344,0.8117675781
451,0.4016113281,0.0219726562,0.8151855469
452,0.4011230469,0.0229492188,0.8166503906
453,0.4013671875,0.0229492188,0.8105468750
454,0.3986816406,0.0205078125,0.8120117188
455,0.4047851562,0.0222167969,0.8098144531
456,0.3937988281,0.0207519531,0.8061523438
457,0.3959960938,0.0207519531,0.8034667969
458,0.3977050781,0.0273437500,0.8063964844
459,0.3999023438,0.0217285156,0.8146972656
460,0.3962402344,0.0187988281,0.8168945312
461,0.4025878906,0.0261230469,0.8181152344
462,0.3989257812,0.0268554688,0.8039550781
463,0.3962402344,0.0202636719,0.8134765625
464,0.4042968750,0.0249023438,0.8076171875
465,0.4040527344,0.0231933594,0.8041992188
466,0.4023437500,0.0222167969,0.8129882812
467,0.3989257812,0.0207519531,0.8134765625
468,0.3962402344,0.0258789062,0.8186035156
469,0.4057617188,0.0270996094,0.8139648438
470,0.4008789062,0.0268554688,0.8156738281
471,0.4008789062,0.0278320312,0.8051757812
472,0.4035644531,0.0251464844,0.8041992188
473,0.3962402344,0.0229492188,0.8144531250
474,0.3986816406,0.0205078125,0.8198242188
475,0.4018554688,0.0209960938,0.8183593750
476,0.3989257812,0.0192871094,0.8193359375
477,0.3947753906,0.0192871094,0.8154296875
478,0.4030761719,0.0209960938,0.8190917969
479,0.3972167969,0.0244140625,0.8156738281
480,0.4018554688,0.0195312500,0.8137207031
481,0.3979492188,0.0200195312,0.8271484375
482,0.4050292969,0.0219726562,0.8205566406
483,0.4025878906,0.0178222656,0.8122558594
484,0.3989257812,0.0224609375,0.8100585938
485,0.4030761719,0.0266113281,0.8164062500
486,0.4040527344,0.0224609375,0.8176269531
487,0.3964843750,0.0239257812,0.8188476562
488,0.3935546875,0.0222167969,0.8098144531
489,0.3942871094,0.0234375000,0.8210449219
490,0.3984375000,0.0234375000,0.8188476562
491,0.3974609375,0.0236816406,0.8173828125
492,0.3974609375,0.0231933594,0.8154296875
493,0.3894042969,0.0253906250,0.8107910156
494,0.3962402344,0.0217285156,0.8146972656
495,0.4016113281,0.0249023438,0.8151855469
496,0.3964843750,0.0253906250,0.8208007812
497,0.3972167969,0.0212402344,0.8105468750
498,0.3991699219,0.0253906250,0.8120117188
499,0.4006347656,0.0275878906,0.8212890625
500,0.3972167969,0.0251464844,0.8137207031
501,0.4016113281,0.0183105469,0.8132324219
502,0.3916015625,0.0268554688,0.8168945312
503,0.3959960938,0.0219726562,0.8203125000
504,0.3942871094,0.0207519531,0.8198242188
505,0.3920898438,0.0249023438,0.8139648438
506,0.3999023438,0.0185546875,0.8205566406
507,0.4006347656,0.0231933594,0.8212890625
508,0.4057617188,0.0183105469,0.8107910156
509,0.3999023438,0.0224609375,0.8120117188
510,0.3962402344,0.0195312500,0.8220214844
511,0.4047851562,0.0200195312,0.8127441406
512,0.3935546875,0.0229492188,0.8168945312
513,0.3994140625,0.0231933594,0.8244628906
514,0.3923339844,0.0195312500,0.8239746094
515,0.3994140625,0.0231933594,0.8220214844
516,0.3857421875,0.0200195312,0.8183593750
517,0.4025878906,0.0205078125,0.8146972656
518,0.4138183594,0.0234375000,0.8259277344
519,0.4069824219,0.0280761719,0.8137207031
520,0.3969726562,0.0288085938,0.8137207031
521,0.3852539062,0.0285644531,0.8103027344
522,0.3928222656,0.0256347656,0.8256835938
523,0.3945312500,0.0222167969,0.8020019531
524,0.4030761719,0.0256347656,0.8144531250
525,0.4064941406,0.0214843750,0.8229980469
526,0.4050292969,0.0244140625,0.8271484375
527,0.3952636719,0.0202636719,0.8090820312
528,0.3964843750,0.0214843750,0.8081054688
529,0.4001464844,0.0207519531,0.8164062500
530,0.4008789062,0.0258789062,0.8164062500
531,0.3986816406,0.0256347656,0.8159179688
532,0.3972167969,0.0256347656,0.8161621094
533,0.4028320312,0.0283203125,0.8156738281
534,0.3989257812,0.0312500000,0.8095703125
535,0.4025878906,0.0244140625,0.8198242188
536,0.3996582031,0.0256347656,0.8251953125
537,0.4072265625,0.0185546875,0.8210449219
538,0.4001464844,0.0224609375,0.8146972656
539,0.4001464844,0.0202636719,0.8176269531
540,0.4003906250,0.0239257812,0.8173828125
541,0.4033203125,0.0156250000,0.8142089844
542,0.4030761719,0.0207519531,0.8166503906
543,0.4069824219,0.0190429688,0.8168945312
544,0.3962402344,0.0163574219,0.8171386719
545,0.3935546875,0.0209960938,0.8203125000
546,0.3952636719,0.0290527344,0.8168945312
547,0.4042968750,0.0227050781,0.8076171875
548,0.4028320312,0.0249023438,0.8166503906
549,0.4047851562,0.0202636719,0.8276367188
550,0.3940429688,0.0224609375,0.8032226562
551,0.3984375000,0.0275878906,0.7949218750
552,0.3930664062,0.0222167969,0.8168945312
553,0.4050292969,0.0244140625,0.8237304688
554,0.4067382812,0.0270996094,0.8190917969
555,0.4008789062,0.0285644531,0.8029785156
556,0.3850097656,0.0222167969,0.8156738281
557,0.3952636719,0.0207519531,0.8291015625
558,0.4025878906,0.0297851562,0.8159179688
559,0.4033203125,0.0317382812,0.8020019531
560,0.4086914062,0.0273437500,0.8037109375
561,0.4052734375,0.0290527344,0.8161621094
562,0.4050292969,0.0241699219,0.8127441406
563,0.4091796875,0.0283203125,0.8022460938
